Date,Country,State,Market Size,Product,City,Product Line,Product Type,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Marketing,Sales,Total Expenses
01/04/2018,United Kingdom,Wales,Small Market,Green Tea,Clydach,Leaves,Tea,Regular,33,33,-11,66,39,217,15,87,51
01/04/2018,United Kingdom,Wales,Small Market,Decaf Espresso,Clydach,Beans,Espresso,Decaf,55,88,66,143,50,855,14,124,26
01/04/2018,United Kingdom,Wales,Small Market,Colombian,Clydach,Beans,Coffee,Regular,88,110,55,198,88,544,33,196,70
01/05/2018,United Kingdom,Wales,Small Market,Green Tea,Clydach,Leaves,Tea,Regular,33,44,0,77,40,234,15,90,52
01/05/2018,United Kingdom,Wales,Small Market,Colombian,Clydach,Beans,Coffee,Regular,88,110,55,198,85,582,32,191,70
01/06/2018,United Kingdom,Wales,Small Market,Earl Grey,Clydach,Leaves,Tea,Regular,33,33,-11,66,39,225,15,86,51
01/06/2018,United Kingdom,Wales,Small Market,Green Tea,Clydach,Leaves,Tea,Regular,33,44,0,77,40,260,15,91,51
01/06/2018,United Kingdom,Wales,Small Market,Decaf Espresso,Clydach,Beans,Espresso,Decaf,44,66,44,110,40,911,11,98,25
01/06/2018,United Kingdom,Wales,Small Market,Colombian,Clydach,Beans,Coffee,Regular,88,99,44,187,84,638,31,186,69
01/07/2018,United Kingdom,Wales,Small Market,Caffe Mocha,Clydach,Beans,Espresso,Regular,44,66,44,110,39,984,10,96,22
01/08/2018,United Kingdom,Wales,Small Market,Lemon,Clydach,Leaves,Herbal Tea,Decaf,110,22,-22,132,132,1583,41,153,66
01/09/2018,United Kingdom,Wales,Small Market,Green Tea,Clydach,Leaves,Tea,Regular,33,55,11,88,44,269,17,101,54
01/10/2018,United Kingdom,Wales,Small Market,Chamomile,Clydach,Leaves,Herbal Tea,Decaf,22,66,33,88,50,352,46,120,77
01/10/2018,United Kingdom,Wales,Small Market,Lemon,Clydach,Leaves,Herbal Tea,Decaf,66,22,11,88,95,1868,29,120,54
01/11/2018,United Kingdom,Wales,Small Market,Chamomile,Clydach,Leaves,Herbal Tea,Decaf,44,55,0,99,49,358,44,117,77
01/11/2018,United Kingdom,Wales,Small Market,Lemon,Clydach,Leaves,Herbal Tea,Decaf,77,44,0,121,91,1985,28,135,54
01/11/2018,United Kingdom,Wales,Small Market,Colombian,Clydach,Beans,Coffee,Regular,88,110,44,198,91,662,35,203,71
01/12/2018,United Kingdom,Wales,Small Market,Darjeeling,Clydach,Leaves,Tea,Regular,33,44,11,77,42,282,14,98,44
01/12/2018,United Kingdom,Wales,Small Market,Earl Grey,Clydach,Leaves,Tea,Regular,11,22,-11,33,22,240,8,50,46
01/12/2018,United Kingdom,Wales,Small Market,Lemon,Clydach,Leaves,Herbal Tea,Decaf,88,66,22,154,102,2088,31,176,58
01/12/2018,United Kingdom,Wales,Small Market,Colombian,Clydach,Beans,Coffee,Regular,66,99,44,165,75,681,28,169,65
01/01/2019,United Kingdom,Wales,Small Market,Chamomile,Clydach,Leaves,Herbal Tea,Decaf,33,44,0,77,41,288,38,112,74
01/01/2019,United Kingdom,Wales,Small Market,Darjeeling,Clydach,Leaves,Tea,Regular,33,44,11,77,39,216,13,102,44
01/01/2019,United Kingdom,Wales,Small Market,Caffe Mocha,Clydach,Beans,Espresso,Regular,55,99,77,154,55,904,16,152,29
01/01/2019,United Kingdom,Wales,Small Market,Decaf Espresso,Clydach,Beans,Espresso,Decaf,55,88,66,143,51,855,14,141,27
01/02/2019,United Kingdom,Wales,Small Market,Chamomile,Clydach,Leaves,Herbal Tea,Decaf,33,66,11,99,48,282,43,123,76
01/02/2019,United Kingdom,Wales,Small Market,Lemon,Clydach,Leaves,Herbal Tea,Decaf,77,11,-22,88,93,688,29,120,55
01/02/2019,United Kingdom,Wales,Small Market,Earl Grey,Clydach,Leaves,Tea,Regular,22,33,-11,55,33,182,13,80,50
01/02/2019,United Kingdom,Wales,Small Market,Green Tea,Clydach,Leaves,Tea,Regular,22,44,0,66,37,213,14,87,50
01/02/2019,United Kingdom,Wales,Small Market,Colombian,Clydach,Beans,Coffee,Regular,99,121,55,220,95,533,36,227,72
01/03/2019,United Kingdom,Wales,Small Market,Caffe Mocha,Clydach,Beans,Espresso,Regular,55,99,77,154,54,890,15,142,28
01/03/2019,United Kingdom,Wales,Small Market,Decaf Espresso,Clydach,Beans,Espresso,Decaf,55,88,66,143,53,843,15,139,28
01/04/2019,United Kingdom,Wales,Small Market,Decaf Espresso,Clydach,Beans,Espresso,Decaf,55,88,66,143,50,855,14,131,26
01/04/2019,United Kingdom,Wales,Small Market,Colombian,Clydach,Beans,Coffee,Regular,88,110,55,198,88,544,33,209,70
01/04/2019,United Kingdom,Wales,Small Market,Decaf Irish Cream,Clydach,Beans,Coffee,Decaf,88,99,55,187,84,1062,26,196,49
01/05/2019,United Kingdom,Wales,Small Market,Colombian,Clydach,Beans,Coffee,Regular,88,110,55,198,85,582,32,189,65
01/06/2019,United Kingdom,Wales,Small Market,Colombian,Clydach,Beans,Coffee,Regular,88,99,44,187,84,638,31,184,64
01/08/2019,United Kingdom,Wales,Small Market,Darjeeling,Clydach,Leaves,Tea,Regular,33,66,33,99,50,279,16,115,42
01/08/2019,United Kingdom,Wales,Small Market,Green Tea,Clydach,Leaves,Tea,Regular,33,44,0,77,42,273,16,94,49
01/08/2019,United Kingdom,Wales,Small Market,Decaf Espresso,Clydach,Beans,Espresso,Decaf,33,66,55,99,36,926,9,87,21
01/09/2019,United Kingdom,Wales,Small Market,Lemon,Clydach,Leaves,Herbal Tea,Decaf,88,22,-11,110,115,1732,36,136,61
01/09/2019,United Kingdom,Wales,Small Market,Darjeeling,Clydach,Leaves,Tea,Regular,33,55,22,88,43,273,14,107,43
01/09/2019,United Kingdom,Wales,Small Market,Colombian,Clydach,Beans,Coffee,Regular,77,88,33,165,74,659,28,176,64
01/09/2019,United Kingdom,Wales,Small Market,Caffe Mocha,Clydach,Beans,Espresso,Regular,55,77,55,132,49,975,14,127,26
01/10/2019,United Kingdom,Wales,Small Market,Chamomile,Clydach,Leaves,Herbal Tea,Decaf,22,66,33,88,50,352,46,128,77
01/10/2019,United Kingdom,Wales,Small Market,Earl Grey,Clydach,Leaves,Tea,Regular,11,22,0,33,28,230,10,66,47
01/10/2019,United Kingdom,Wales,Small Market,Caffe Mocha,Clydach,Beans,Espresso,Regular,55,99,99,154,44,970,13,117,26
01/10/2019,United Kingdom,Wales,Small Market,Colombian,Clydach,Beans,Coffee,Regular,77,110,77,187,87,653,33,208,70
01/11/2019,United Kingdom,Wales,Small Market,Earl Grey,Clydach,Leaves,Tea,Regular,22,44,0,66,38,233,14,90,50
01/11/2019,United Kingdom,Wales,Small Market,Caffe Mocha,Clydach,Beans,Espresso,Regular,66,110,88,176,60,974,17,156,30
01/11/2019,United Kingdom,Wales,Small Market,Colombian,Clydach,Beans,Coffee,Regular,88,110,44,198,91,662,35,216,71
01/12/2019,United Kingdom,Wales,Small Market,Caffe Mocha,Clydach,Beans,Espresso,Regular,66,99,77,165,55,988,16,145,28
01/12/2019,United Kingdom,Wales,Small Market,Colombian,Clydach,Beans,Coffee,Regular,66,99,44,165,75,681,28,180,65
01/01/2018,United Kingdom,Wales,Major Market,Darjeeling,Rhondda,Leaves,Tea,Regular,77,121,66,198,93,717,30,231,64
01/04/2018,United Kingdom,Wales,Major Market,Caffe Mocha,Rhondda,Beans,Espresso,Regular,198,220,143,418,179,1201,50,358,77
01/05/2018,United Kingdom,Wales,Major Market,Lemon,Rhondda,Leaves,Herbal Tea,Decaf,22,44,44,66,32,919,9,79,21
01/08/2018,United Kingdom,Wales,Major Market,Chamomile,Rhondda,Leaves,Herbal Tea,Decaf,11,22,22,33,18,533,5,46,18
01/09/2018,United Kingdom,Wales,Major Market,Decaf Espresso,Rhondda,Beans,Espresso,Decaf,55,77,33,132,50,450,19,113,57
01/10/2018,United Kingdom,Wales,Major Market,Caffe Mocha,Rhondda,Beans,Espresso,Regular,253,264,209,517,178,1394,50,355,76
01/11/2018,United Kingdom,Wales,Major Market,Decaf Irish Cream,Rhondda,Beans,Coffee,Decaf,55,77,11,132,58,560,52,138,84
01/01/2019,United Kingdom,Wales,Major Market,Chamomile,Rhondda,Leaves,Herbal Tea,Decaf,22,55,55,77,36,502,9,99,22
01/01/2019,United Kingdom,Wales,Major Market,Earl Grey,Rhondda,Leaves,Tea,Regular,77,110,66,187,93,550,29,247,57
01/04/2019,United Kingdom,Wales,Major Market,Amaretto,Rhondda,Beans,Coffee,Regular,55,88,55,143,61,370,20,151,51
01/06/2019,United Kingdom,Wales,Major Market,Earl Grey,Rhondda,Leaves,Tea,Regular,110,154,99,264,130,700,40,307,61
01/07/2019,United Kingdom,Wales,Major Market,Decaf Irish Cream,Rhondda,Beans,Coffee,Decaf,44,55,0,99,43,569,40,104,66
01/01/2018,United Kingdom,Wales,Small Market,Caffe Mocha,Cardiff,Beans,Espresso,Regular,11,44,33,55,19,855,5,48,17
01/01/2018,United Kingdom,Wales,Small Market,Decaf Espresso,Cardiff,Beans,Espresso,Decaf,11,44,33,55,19,855,5,48,18
01/01/2018,United Kingdom,Wales,Small Market,Lemon,Cardiff,Leaves,Herbal Tea,Decaf,88,132,99,220,105,669,33,258,59
01/02/2018,United Kingdom,Wales,Small Market,Chamomile,Cardiff,Leaves,Herbal Tea,Decaf,220,297,209,517,258,1411,85,600,121
01/02/2018,United Kingdom,Wales,Small Market,Lemon,Cardiff,Leaves,Herbal Tea,Decaf,88,154,121,242,115,656,37,280,61
01/02/2018,United Kingdom,Wales,Small Market,Darjeeling,Cardiff,Leaves,Tea,Regular,209,231,154,440,251,1580,70,503,97
01/03/2018,United Kingdom,Wales,Small Market,Decaf Irish Cream,Cardiff,Beans,Coffee,Decaf,22,33,22,55,26,679,8,60,21
01/03/2018,United Kingdom,Wales,Small Market,Decaf Espresso,Cardiff,Beans,Espresso,Decaf,0,55,44,55,0,805,0,48,13
01/04/2018,United Kingdom,Wales,Small Market,Caffe Mocha,Cardiff,Beans,Espresso,Regular,11,44,33,55,19,854,5,48,18
01/04/2018,United Kingdom,Wales,Small Market,Chamomile,Cardiff,Leaves,Herbal Tea,Decaf,231,330,231,561,278,1448,92,646,127
01/05/2018,United Kingdom,Wales,Small Market,Earl Grey,Cardiff,Leaves,Tea,Regular,242,319,187,561,292,1692,110,648,148
01/05/2018,United Kingdom,Wales,Small Market,Chamomile,Cardiff,Leaves,Herbal Tea,Decaf,242,341,242,583,290,1577,95,674,130
01/06/2018,United Kingdom,Wales,Small Market,Earl Grey,Cardiff,Leaves,Tea,Regular,253,330,198,583,299,1886,113,664,149
01/06/2018,United Kingdom,Wales,Small Market,Colombian,Cardiff,Beans,Coffee,Regular,33,44,22,77,36,1096,10,77,33
01/08/2018,United Kingdom,Wales,Small Market,Colombian,Cardiff,Beans,Coffee,Regular,44,55,22,99,46,1108,14,99,38
01/09/2018,United Kingdom,Wales,Small Market,Lemon,Cardiff,Leaves,Herbal Tea,Decaf,110,176,132,286,135,882,43,328,68
01/09/2018,United Kingdom,Wales,Small Market,Decaf Irish Cream,Cardiff,Beans,Coffee,Decaf,11,22,11,33,17,660,5,39,19
01/10/2018,United Kingdom,Wales,Small Market,Darjeeling,Cardiff,Leaves,Tea,Regular,187,187,121,374,263,1931,73,526,99
01/10/2018,United Kingdom,Wales,Small Market,Earl Grey,Cardiff,Leaves,Tea,Regular,187,253,143,440,281,1932,106,624,142
01/10/2018,United Kingdom,Wales,Small Market,Amaretto,Cardiff,Beans,Coffee,Regular,11,33,33,44,24,931,6,58,18
01/11/2018,United Kingdom,Wales,Small Market,Amaretto,Cardiff,Beans,Coffee,Regular,11,22,11,33,17,933,5,43,18
01/11/2018,United Kingdom,Wales,Small Market,Colombian,Cardiff,Beans,Coffee,Regular,22,44,22,66,32,1104,9,71,33
01/12/2018,United Kingdom,Wales,Small Market,Colombian,Cardiff,Beans,Coffee,Regular,33,33,11,66,35,1110,10,76,33
01/01/2019,United Kingdom,Wales,Small Market,Caffe Mocha,Cardiff,Beans,Espresso,Regular,11,44,33,55,19,855,5,53,18
01/01/2019,United Kingdom,Wales,Small Market,Amaretto,Cardiff,Beans,Coffee,Regular,11,33,22,44,20,904,6,55,19
01/02/2019,United Kingdom,Wales,Small Market,Chamomile,Cardiff,Leaves,Herbal Tea,Decaf,220,297,209,517,258,1411,85,640,121
01/03/2019,United Kingdom,Wales,Small Market,Chamomile,Cardiff,Leaves,Herbal Tea,Decaf,220,319,231,539,268,1386,88,665,124
01/03/2019,United Kingdom,Wales,Small Market,Earl Grey,Cardiff,Leaves,Tea,Regular,231,297,176,528,270,1506,103,641,139
01/04/2019,United Kingdom,Wales,Small Market,Chamomile,Cardiff,Leaves,Herbal Tea,Decaf,231,330,231,561,278,1448,92,689,127
01/04/2019,United Kingdom,Wales,Small Market,Earl Grey,Cardiff,Leaves,Tea,Regular,242,308,176,550,286,1566,108,678,146
01/05/2019,United Kingdom,Wales,Small Market,Lemon,Cardiff,Leaves,Herbal Tea,Decaf,110,187,143,297,140,739,44,340,65
01/05/2019,United Kingdom,Wales,Small Market,Decaf Espresso,Cardiff,Beans,Espresso,Decaf,0,55,44,55,0,710,0,48,13
01/06/2019,United Kingdom,Wales,Small Market,Chamomile,Cardiff,Leaves,Herbal Tea,Decaf,253,352,253,605,300,1778,98,691,125
01/06/2019,United Kingdom,Wales,Small Market,Darjeeling,Cardiff,Leaves,Tea,Regular,242,253,165,495,286,1887,80,568,99
01/06/2019,United Kingdom,Wales,Small Market,Caffe Mocha,Cardiff,Beans,Espresso,Regular,22,44,33,66,24,878,6,59,18
01/06/2019,United Kingdom,Wales,Small Market,Decaf Espresso,Cardiff,Beans,Espresso,Decaf,0,55,44,55,0,663,0,48,13
01/07/2019,United Kingdom,Wales,Small Market,Lemon,Cardiff,Leaves,Herbal Tea,Decaf,143,220,165,363,170,917,54,411,74
01/07/2019,United Kingdom,Wales,Small Market,Darjeeling,Cardiff,Leaves,Tea,Regular,242,264,165,506,293,2001,82,580,102
01/07/2019,United Kingdom,Wales,Small Market,Decaf Espresso,Cardiff,Beans,Espresso,Decaf,0,55,44,55,0,615,0,48,13
01/08/2019,United Kingdom,Wales,Small Market,Caffe Mocha,Cardiff,Beans,Espresso,Regular,22,44,33,66,26,887,7,63,18
01/08/2019,United Kingdom,Wales,Small Market,Decaf Espresso,Cardiff,Beans,Espresso,Decaf,0,55,44,55,0,568,0,48,13
01/09/2019,United Kingdom,Wales,Small Market,Darjeeling,Cardiff,Leaves,Tea,Regular,231,242,154,473,274,1953,76,585,104
01/10/2019,United Kingdom,Wales,Small Market,Decaf Espresso,Cardiff,Beans,Espresso,Decaf,0,66,66,66,0,473,0,51,14
01/11/2019,United Kingdom,Wales,Small Market,Darjeeling,Cardiff,Leaves,Tea,Regular,187,198,121,385,233,1956,65,497,92
01/12/2019,United Kingdom,Wales,Small Market,Earl Grey,Cardiff,Leaves,Tea,Regular,264,330,187,594,324,2022,123,767,159
01/12/2019,United Kingdom,Wales,Small Market,Decaf Espresso,Cardiff,Beans,Espresso,Decaf,0,55,44,55,0,379,0,51,13
01/12/2019,United Kingdom,Wales,Small Market,Amaretto,Cardiff,Beans,Coffee,Regular,11,33,22,44,18,937,5,49,17
01/03/2018,United Kingdom,England,Major Market,Chamomile,London,Leaves,Herbal Tea,Decaf,88,132,110,220,105,879,29,258,42
01/03/2018,United Kingdom,England,Major Market,Mint,London,Leaves,Herbal Tea,Decaf,77,99,66,176,93,664,30,213,44
01/06/2018,United Kingdom,England,Major Market,Decaf Espresso,London,Beans,Espresso,Decaf,286,374,253,660,300,1778,98,698,135
01/07/2018,United Kingdom,England,Major Market,Darjeeling,London,Leaves,Tea,Regular,66,121,110,187,115,1048,32,282,44
01/07/2018,United Kingdom,England,Major Market,Caffe Mocha,London,Beans,Espresso,Regular,165,242,66,407,179,1038,162,426,198
01/08/2018,United Kingdom,England,Major Market,Amaretto,London,Beans,Coffee,Regular,209,-99,-165,110,170,2316,54,96,80
01/10/2018,United Kingdom,England,Major Market,Lemon,London,Leaves,Herbal Tea,Decaf,209,242,187,451,263,1371,82,572,105
01/10/2018,United Kingdom,England,Major Market,Darjeeling,London,Leaves,Tea,Regular,55,99,88,154,136,1007,38,333,50
01/10/2018,United Kingdom,England,Major Market,Green Tea,London,Leaves,Tea,Regular,22,66,55,88,80,715,26,201,60
01/10/2018,United Kingdom,England,Major Market,Caffe Latte,London,Beans,Espresso,Regular,231,242,176,473,263,1931,73,526,99
01/10/2018,United Kingdom,England,Major Market,Caffe Mocha,London,Beans,Espresso,Regular,121,176,55,297,138,988,125,328,161
01/01/2019,United Kingdom,England,Major Market,Darjeeling,London,Leaves,Tea,Regular,55,99,88,154,98,855,27,270,42
01/04/2019,United Kingdom,England,Major Market,Mint,London,Leaves,Herbal Tea,Decaf,66,99,66,165,86,653,28,209,42
01/04/2019,United Kingdom,England,Major Market,Amaretto,London,Beans,Coffee,Regular,165,-22,-77,143,136,1061,43,129,70
01/05/2019,United Kingdom,England,Major Market,Earl Grey,London,Leaves,Tea,Regular,55,99,88,154,95,549,27,229,37
01/07/2019,United Kingdom,England,Major Market,Decaf Espresso,London,Beans,Espresso,Decaf,297,418,286,715,321,1917,106,740,131
01/09/2019,United Kingdom,England,Major Market,Chamomile,London,Leaves,Herbal Tea,Decaf,88,143,121,231,110,1080,31,288,44
01/09/2019,United Kingdom,England,Major Market,Colombian,London,Beans,Coffee,Regular,429,649,495,1078,348,2838,121,927,178
01/03/2018,United Kingdom,Scotland,Major Market,Colombian,Cumbernauld,Beans,Coffee,Regular,88,121,77,209,93,696,30,231,65
01/04/2018,United Kingdom,Scotland,Major Market,Decaf Irish Cream,Cumbernauld,Beans,Coffee,Decaf,110,165,110,275,124,553,38,294,63
01/09/2018,United Kingdom,Scotland,Major Market,Chamomile,Cumbernauld,Leaves,Herbal Tea,Decaf,22,33,22,55,37,635,11,84,25
01/10/2018,United Kingdom,Scotland,Major Market,Decaf Irish Cream,Cumbernauld,Beans,Coffee,Decaf,77,121,99,198,101,722,31,240,57
01/11/2018,United Kingdom,Scotland,Major Market,Green Tea,Cumbernauld,Leaves,Tea,Regular,33,55,44,88,35,942,9,86,21
01/11/2018,United Kingdom,Scotland,Major Market,Chamomile,Cumbernauld,Leaves,Herbal Tea,Decaf,11,22,11,33,25,627,8,58,21
01/11/2018,United Kingdom,Scotland,Major Market,Decaf Espresso,Cumbernauld,Beans,Espresso,Decaf,77,110,66,187,85,613,28,198,58
01/12/2018,United Kingdom,Scotland,Major Market,Mint,Cumbernauld,Leaves,Herbal Tea,Decaf,66,66,33,132,88,1187,27,194,51
01/02/2019,United Kingdom,Scotland,Major Market,Colombian,Cumbernauld,Beans,Coffee,Regular,77,132,88,209,88,704,29,235,63
01/08/2019,United Kingdom,Scotland,Major Market,Decaf Irish Cream,Cumbernauld,Beans,Coffee,Decaf,121,165,110,286,128,746,39,303,61
01/09/2019,United Kingdom,Scotland,Major Market,Darjeeling,Cumbernauld,Leaves,Tea,Regular,33,66,55,99,39,963,10,103,22
01/10/2019,United Kingdom,Scotland,Major Market,Darjeeling,Cumbernauld,Leaves,Tea,Regular,44,66,55,110,42,959,11,110,24
01/11/2019,United Kingdom,Scotland,Major Market,Lemon,Cumbernauld,Leaves,Herbal Tea,Decaf,44,44,11,88,60,431,22,142,60
01/11/2019,United Kingdom,Scotland,Major Market,Mint,Cumbernauld,Leaves,Herbal Tea,Decaf,55,66,33,121,83,1170,26,193,50
01/01/2018,United Kingdom,England,Major Market,Colombian,London,Beans,Coffee,Regular,374,550,407,924,299,2312,104,746,160
01/11/2018,United Kingdom,England,Major Market,Caffe Latte,London,Beans,Espresso,Regular,220,231,154,451,233,1956,65,466,92
01/02/2019,United Kingdom,England,Major Market,Lemon,London,Leaves,Herbal Tea,Decaf,198,242,176,440,235,1037,73,546,97
01/05/2019,United Kingdom,England,Major Market,Lemon,London,Leaves,Herbal Tea,Decaf,220,275,198,495,259,1166,80,558,96
01/01/2018,United Kingdom,England,Small Market,Green Tea,Leeds,Leaves,Tea,Regular,55,88,55,143,93,550,29,220,54
01/01/2018,United Kingdom,England,Small Market,Amaretto,Leeds,Beans,Coffee,Regular,77,121,44,198,70,479,63,165,95
01/02/2018,United Kingdom,England,Small Market,Caffe Mocha,Leeds,Beans,Espresso,Regular,55,88,55,143,66,362,21,154,52
01/02/2018,United Kingdom,England,Small Market,Lemon,Leeds,Leaves,Herbal Tea,Decaf,33,55,33,88,49,680,16,110,29
01/02/2018,United Kingdom,England,Small Market,Darjeeling,Leeds,Leaves,Tea,Regular,11,22,22,33,25,498,7,62,19
01/03/2018,United Kingdom,England,Small Market,Caffe Latte,Leeds,Beans,Espresso,Regular,55,77,22,132,64,358,25,142,62
01/03/2018,United Kingdom,England,Small Market,Chamomile,Leeds,Leaves,Herbal Tea,Decaf,33,55,55,88,41,845,11,102,25
01/03/2018,United Kingdom,England,Small Market,Green Tea,Leeds,Leaves,Tea,Regular,55,99,66,154,98,530,30,236,57
01/04/2018,United Kingdom,England,Small Market,Caffe Latte,Leeds,Beans,Espresso,Regular,55,66,22,121,60,371,22,134,60
01/04/2018,United Kingdom,England,Small Market,Earl Grey,Leeds,Leaves,Tea,Regular,55,110,77,165,97,719,32,245,68
01/05/2018,United Kingdom,England,Small Market,Caffe Latte,Leeds,Beans,Espresso,Regular,55,66,22,121,59,398,22,130,60
01/05/2018,United Kingdom,England,Small Market,Caffe Mocha,Leeds,Beans,Espresso,Regular,44,77,44,121,58,398,19,136,49
01/05/2018,United Kingdom,England,Small Market,Decaf Espresso,Leeds,Beans,Espresso,Decaf,154,154,99,308,164,1272,46,328,73
01/06/2018,United Kingdom,England,Small Market,Decaf Espresso,Leeds,Beans,Espresso,Decaf,154,154,99,308,164,1370,46,328,73
01/06/2018,United Kingdom,England,Small Market,Amaretto,Leeds,Beans,Coffee,Regular,55,88,33,143,49,546,44,118,76
01/06/2018,United Kingdom,England,Small Market,Decaf Irish Cream,Leeds,Beans,Coffee,Decaf,44,77,44,121,42,456,14,103,39
01/07/2018,United Kingdom,England,Small Market,Darjeeling,Leeds,Leaves,Tea,Regular,11,11,11,22,20,535,6,49,19
01/07/2018,United Kingdom,England,Small Market,Decaf Espresso,Leeds,Beans,Espresso,Decaf,143,154,99,297,160,1435,44,321,72
01/08/2018,United Kingdom,England,Small Market,Amaretto,Leeds,Beans,Coffee,Regular,44,77,22,121,41,565,37,98,70
01/08/2018,United Kingdom,England,Small Market,Lemon,Leeds,Leaves,Herbal Tea,Decaf,55,88,66,143,75,646,25,171,38
01/08/2018,United Kingdom,England,Small Market,Green Tea,Leeds,Leaves,Tea,Regular,77,121,77,198,128,746,39,305,65
01/08/2018,United Kingdom,England,Small Market,Decaf Irish Cream,Leeds,Beans,Coffee,Decaf,44,66,44,110,38,471,11,94,36
01/09/2018,United Kingdom,England,Small Market,Amaretto,Leeds,Beans,Coffee,Regular,66,99,33,165,58,560,52,139,85
01/09/2018,United Kingdom,England,Small Market,Chamomile,Leeds,Leaves,Herbal Tea,Decaf,22,33,33,55,28,906,8,68,21
01/09/2018,United Kingdom,England,Small Market,Darjeeling,Leeds,Leaves,Tea,Regular,11,22,22,33,22,531,6,55,19
01/09/2018,United Kingdom,England,Small Market,Earl Grey,Leeds,Leaves,Tea,Regular,66,110,66,176,109,878,36,274,70
01/09/2018,United Kingdom,England,Small Market,Green Tea,Leeds,Leaves,Tea,Regular,66,99,66,165,106,733,32,253,59
01/09/2018,United Kingdom,England,Small Market,Colombian,Leeds,Beans,Coffee,Regular,77,110,55,187,63,516,20,151,69
01/09/2018,United Kingdom,England,Small Market,Caffe Mocha,Leeds,Beans,Espresso,Regular,55,77,44,132,59,451,19,138,49
01/09/2018,United Kingdom,England,Small Market,Decaf Espresso,Leeds,Beans,Espresso,Decaf,154,165,99,319,171,1408,48,341,75
01/10/2018,United Kingdom,England,Small Market,Darjeeling,Leeds,Leaves,Tea,Regular,0,22,22,22,24,528,6,59,18
01/11/2018,United Kingdom,England,Small Market,Darjeeling,Leeds,Leaves,Tea,Regular,22,33,33,55,36,531,9,88,22
01/11/2018,United Kingdom,England,Small Market,Amaretto,Leeds,Beans,Coffee,Regular,66,88,11,154,58,560,52,138,85
01/11/2018,United Kingdom,England,Small Market,Caffe Latte,Leeds,Beans,Espresso,Regular,55,77,33,132,61,451,22,137,59
01/12/2018,United Kingdom,England,Small Market,Chamomile,Leeds,Leaves,Herbal Tea,Decaf,22,33,22,55,27,912,7,66,19
01/12/2018,United Kingdom,England,Small Market,Lemon,Leeds,Leaves,Herbal Tea,Decaf,77,110,77,187,90,607,29,204,42
01/01/2019,United Kingdom,England,Small Market,Darjeeling,Leeds,Leaves,Tea,Regular,22,33,33,55,36,502,9,99,24
01/01/2019,United Kingdom,England,Small Market,Green Tea,Leeds,Leaves,Tea,Regular,55,88,55,143,93,550,29,247,57
01/02/2019,United Kingdom,England,Small Market,Amaretto,Leeds,Beans,Coffee,Regular,66,110,44,176,60,470,54,151,87
01/02/2019,United Kingdom,England,Small Market,Caffe Latte,Leeds,Beans,Espresso,Regular,55,77,22,132,65,365,25,156,61
01/02/2019,United Kingdom,England,Small Market,Caffe Mocha,Leeds,Beans,Espresso,Regular,55,88,55,143,66,362,21,164,52
01/03/2019,United Kingdom,England,Small Market,Darjeeling,Leeds,Leaves,Tea,Regular,11,22,22,33,24,494,6,62,18
01/04/2019,United Kingdom,England,Small Market,Lemon,Leeds,Leaves,Herbal Tea,Decaf,33,66,44,99,51,669,17,125,31
01/04/2019,United Kingdom,England,Small Market,Darjeeling,Leeds,Leaves,Tea,Regular,11,22,22,33,24,500,6,62,19
01/04/2019,United Kingdom,England,Small Market,Colombian,Leeds,Beans,Coffee,Regular,66,88,33,154,54,439,18,140,69
01/04/2019,United Kingdom,England,Small Market,Decaf Irish Cream,Leeds,Beans,Coffee,Decaf,55,88,55,143,48,400,15,126,40
01/05/2019,United Kingdom,England,Small Market,Lemon,Leeds,Leaves,Herbal Tea,Decaf,33,55,33,88,48,663,16,108,27
01/05/2019,United Kingdom,England,Small Market,Green Tea,Leeds,Leaves,Tea,Regular,77,121,77,198,126,611,39,299,60
01/05/2019,United Kingdom,England,Small Market,Caffe Latte,Leeds,Beans,Espresso,Regular,55,66,22,121,59,398,22,129,55
01/05/2019,United Kingdom,England,Small Market,Decaf Espresso,Leeds,Beans,Espresso,Decaf,154,154,99,308,164,1272,46,325,68
01/06/2019,United Kingdom,England,Small Market,Chamomile,Leeds,Leaves,Herbal Tea,Decaf,22,44,44,66,31,898,8,75,20
01/06/2019,United Kingdom,England,Small Market,Caffe Mocha,Leeds,Beans,Espresso,Regular,44,77,44,121,55,437,18,129,46
01/07/2019,United Kingdom,England,Small Market,Earl Grey,Leeds,Leaves,Tea,Regular,77,132,88,209,126,905,41,312,70
01/07/2019,United Kingdom,England,Small Market,Green Tea,Leeds,Leaves,Tea,Regular,99,143,99,242,156,762,48,367,68
01/07/2019,United Kingdom,England,Small Market,Colombian,Leeds,Beans,Coffee,Regular,44,77,22,121,43,526,14,103,57
01/07/2019,United Kingdom,England,Small Market,Decaf Irish Cream,Leeds,Beans,Coffee,Decaf,44,66,44,110,38,476,11,93,35
01/08/2019,United Kingdom,England,Small Market,Darjeeling,Leeds,Leaves,Tea,Regular,11,11,11,22,18,533,5,46,17
01/08/2019,United Kingdom,England,Small Market,Earl Grey,Leeds,Leaves,Tea,Regular,77,132,88,209,126,891,41,312,70
01/08/2019,United Kingdom,England,Small Market,Lemon,Leeds,Leaves,Herbal Tea,Decaf,55,88,66,143,75,646,25,170,36
